204	204
asymmetric
0 0	82.00000
0 1	7.00000
0 5	5.00000
0 6	3.00000
1 0	14.00000
1 1	70.00000
1 5	7.00000
1 6	5.00000
2 0	11.00000
2 1	12.00000
2 2	63.00000
2 3	8.00000
3 0	13.00000
3 1	20.00000
3 3	53.00000
3 58	9.00000
4 1	11.00000
4 4	59.00000
4 6	16.00000
4 58	7.00000
5 0	75.00000
5 8	15.00000
6 0	5.00000
6 1	4.00000
6 6	84.00000
6 58	4.00000
7 0	8.00000
7 1	11.00000
7 7	65.00000
8 5	4.00000
8 8	83.00000
8 9	5.00000
9 9	90.00000
9 13	2.00000
10 9	57.00000
10 10	1.00000
10 11	16.00000
10 12	1.00000
11 9	40.00000
11 11	35.00000
12 9	55.00000
12 10	1.00000
12 11	14.00000
12 12	1.00000
13 9	2.00000
13 13	94.00000
13 14	2.00000
14 8	3.00000
14 14	82.00000
14 15	3.00000
14 17	10.00000
15 15	88.00000
15 54	5.00000
15 55	3.00000
15 59	2.00000
16 15	40.00000
16 16	1.00000
16 54	27.00000
16 55	18.00000
16 59	8.00000
17 14	2.00000
17 17	93.00000
17 18	2.00000
17 19	1.00000
18 18	82.00000
18 19	4.00000
18 82	7.00000
19 18	9.00000
19 19	74.00000
19 82	5.00000
20 20	87.00000
20 21	3.00000
20 22	3.00000
20 47	4.00000
21 20	6.00000
21 21	86.00000
22 21	4.00000
22 22	91.00000
22 27	3.00000
23 21	17.00000
23 22	9.00000
23 23	69.00000
24 20	6.00000
24 23	11.00000
24 24	69.00000
24 25	8.00000
25 20	9.00000
25 21	3.00000
25 23	3.00000
25 25	83.00000
26 22	11.00000
26 23	8.00000
26 25	6.00000
26 26	69.00000
27 27	92.00000
27 36	2.00000
27 53	2.00000
28 28	64.00000
28 30	11.00000
28 31	10.00000
28 32	8.00000
29 29	91.00000
29 32	9.00000
30 27	11.00000
30 30	75.00000
30 39	13.00000
31 27	4.00000
31 31	88.00000
31 36	4.00000
31 39	4.00000
32 27	11.00000
32 31	10.00000
32 32	62.00000
32 37	9.00000
33 29	13.00000
33 30	11.00000
33 33	58.00000
33 37	9.00000
34 30	9.00000
34 32	12.00000
34 34	62.00000
34 37	9.00000
35 18	13.00000
35 35	66.00000
35 42	8.00000
36 27	4.00000
36 36	76.00000
36 47	4.00000
36 53	12.00000
37 27	9.00000
37 30	5.00000
37 32	10.00000
37 37	70.00000
38 36	9.00000
38 37	11.00000
38 38	66.00000
38 39	14.00000
39 27	10.00000
39 36	7.00000
39 39	75.00000
39 53	4.00000
40 32	4.00000
40 34	4.00000
40 38	4.00000
40 40	68.00000
41 41	81.00000
42 18	8.00000
42 42	75.00000
42 47	5.00000
43 42	34.00000
43 43	46.00000
43 44	12.00000
43 45	4.00000
44 42	23.00000
44 43	8.00000
44 44	64.00000
44 46	5.00000
45 42	13.00000
45 43	17.00000
45 44	18.00000
45 45	52.00000
46 42	21.00000
46 43	17.00000
46 44	17.00000
46 46	53.00000
47 18	6.00000
47 19	6.00000
47 47	76.00000
48 47	6.00000
48 48	90.00000
48 53	2.00000
49 47	15.00000
49 48	22.00000
49 49	39.00000
49 53	13.00000
50 47	26.00000
50 48	14.00000
50 50	38.00000
50 53	13.00000
51 48	14.00000
51 51	46.00000
51 52	12.00000
51 53	17.00000
52 47	9.00000
52 48	16.00000
52 52	55.00000
52 53	15.00000
53 47	7.00000
53 48	11.00000
53 49	3.00000
53 53	78.00000
54 15	9.00000
54 54	81.00000
54 55	4.00000
55 15	14.00000
55 54	11.00000
55 55	71.00000
56 15	15.00000
56 54	20.00000
56 55	9.00000
56 56	53.00000
57 54	8.00000
57 55	5.00000
57 56	6.00000
57 57	75.00000
58 1	16.00000
58 6	8.00000
58 58	59.00000
59 59	80.00000
59 60	10.00000
59 61	4.00000
59 63	3.00000
60 60	89.00000
60 66	3.00000
61 59	11.00000
61 61	64.00000
61 63	10.00000
61 64	7.00000
62 61	10.00000
62 62	65.00000
62 63	7.00000
62 65	13.00000
63 59	10.00000
63 61	4.00000
63 63	79.00000
63 64	4.00000
64 59	8.00000
64 61	9.00000
64 63	11.00000
64 64	64.00000
65 59	9.00000
65 61	9.00000
65 63	9.00000
65 65	66.00000
66 18	2.00000
66 66	91.00000
66 67	4.00000
67 18	1.00000
67 67	95.00000
67 80	2.00000
67 81	1.00000
68 67	46.00000
68 68	38.00000
68 69	7.00000
68 80	6.00000
69 67	16.00000
69 68	3.00000
69 69	76.00000
69 80	3.00000
70 67	5.00000
70 70	63.00000
70 71	19.00000
70 72	11.00000
71 70	4.00000
71 71	87.00000
71 72	4.00000
71 74	2.00000
72 70	12.00000
72 71	18.00000
72 72	64.00000
72 74	5.00000
73 70	14.00000
73 71	23.00000
73 72	27.00000
73 73	31.00000
74 71	7.00000
74 74	73.00000
74 76	9.00000
75 70	11.00000
75 71	17.00000
75 74	48.00000
75 75	1.00000
75 76	14.00000
76 67	4.00000
76 74	3.00000
76 76	89.00000
